family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,identificationRemarks,identifiedBy,previousIdentifications,typeStatus,catalogNumber,occurrenceID,associatedMedia,occurrenceRemarks,recordedBy,basisOfRecord,institutionCode,collectionCode,country,countryCode,stateProvince,county,locality,verbatimLocality,decimalLatitude,decimalLongitude,eventDate,fieldNumber,RDF_path,IMAGE_path,mediaLink
Siparunaceae,Siparuna,cuspidata,lechatii,Siparuna cuspidata (Tul.) A.DC. var. lechatii M.Pignal,M.Pignal,varietas,,Pignal,"
Siparuna cuspidata (Tul.) A.DC.",,P00047125,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00047125,http://imager.mnhn.fr/imager3/w400/media/1441304121945pmR7VVEX5KTELx8s,"Prélèvement de fleur pour Y.Staedler, Vienna, 03/2015, demande Colhelper n° 36193","Prance, G.T.|Pennigton, T.D.|Silva, N.T.",PreservedSpecimen,MNHN,P,Brésil,br,Pará,breu,,"Rio Pacaja and Muirapiranga, Ilha do Breu",,,1963-10-3,1526,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00047125.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00047125.jpg,http://mediaphoto.mnhn.fr/media/1441304121945pmR7VVEX5KTELx8s
Asteraceae,Stoebe,plumosa,,Stoebe plumosa (L.) Thunb.,(L.) Thunb.,,,,"
Stoebe plumosa (L.) Thunb.",,P021041,http://coldb.mnhn.fr/catalognumber/mnhn/p/p021041,http://imager.mnhn.fr/imager3/w400/media/1441342256606ukdfJ4W5mErYvmVi,,"Drège, J.F.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,Vanstaadsrivier auf der Karlsrhöhe,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P021041.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P021041.jpg,http://mediaphoto.mnhn.fr/media/1441342256606ukdfJ4W5mErYvmVi
Violaceae,Rinorea,oubanguiensis,,Rinorea oubanguiensis Tisser.,Tisser.,,,,"
Rinorea sp. | Rinorea oubanguiensis Tisser.",,P00123479,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123479,http://imager.mnhn.fr/imager3/w400/media/1441431129014WQxszNO6Zp3sVXO8,,"Raynal, J.",PreservedSpecimen,MNHN,P,Rwanda,rw,,,,Mbuye (préf. Kibungo ; comm. Sake),,,1978-6-28,20774,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00123479.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00123479.jpg,http://mediaphoto.mnhn.fr/media/1441431129014WQxszNO6Zp3sVXO8
Fabaceae,Dalbergia,viguieri,,Dalbergia viguieri Bosser & R.Rabev.,Bosser & R.Rabev.,,,"Wilding, Phillipson & Crameri","
Dalbergia madagascariensis Vatke | Dalbergia madagascariensis Vatke",,P00060336,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00060336,http://imager.mnhn.fr/imager3/w400/media/14413341689641tCJIVyqUhFyE1kB,,Service Forestier Madagascar,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Forêt d'Ambalanirano Vohémar,-13.83333,50,1955-6-14,14046 SF,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00060336.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00060336.jpg,http://mediaphoto.mnhn.fr/media/14413341689641tCJIVyqUhFyE1kB
Solanaceae,Solanum,glabratum,,Solanum glabratum Dunal,Dunal,,,Anmin,"
Solanum glabratum Dunal",,P00049823,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00049823,http://imager.mnhn.fr/imager3/w400/media/1441364480628wAtIuGB4A4QFLB2C,,"Ehrenberg, C.G.",PreservedSpecimen,MNHN,P,Arabie,sa,,,,,,,,146,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00049823.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00049823.jpg,http://mediaphoto.mnhn.fr/media/1441364480628wAtIuGB4A4QFLB2C
Orchidaceae,Oeceoclades,spathulifera,,Oeceoclades spathulifera (H.Perrier) Garay & P.Taylor,(H.Perrier) Garay & P.Taylor,,,Bosser,"
Oeceoclades spathulifera (H.Perrier) Garay & P.Taylor",,P00109235,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00109235,http://imager.mnhn.fr/imager3/w400/media/1441306214407WWTK3NUPQyllqBjZ,,Herb. Jard. Bot. Tana,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Montagne des Français; fleuri à Tsimbazaza en janvier 1972,,,1972-1,1451,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00109235.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00109235.jpg,http://mediaphoto.mnhn.fr/media/1441306214407WWTK3NUPQyllqBjZ
Orchidaceae,Pachyplectron,arifolium,,Pachyplectron arifolium Schltr.,Schltr.,,,Hallé,"
Pachyplectron arifolium Schltr.",,P00081802,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00081802,http://imager.mnhn.fr/imager3/w400/media/1441306857158puOvgaVufMUzbcG7,,"MacKee, H.S.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Haute Tchamba : Expl. For. Létocart  ,-21.02,165.22972,1967-8-17,17308,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00081802.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00081802.jpg,http://mediaphoto.mnhn.fr/media/1441306857158puOvgaVufMUzbcG7
Asteraceae,Hippia,frutescens,,Hippia frutescens (L.) L.,(L.) L.,,,,"
Hippia frutescens (L.) L.",,P00111612,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00111612,http://imager.mnhn.fr/imager3/w400/media/1441343537297U9NNQE51wdx0zWRu,,"Maire, C.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,Cap de Bonne Espérance,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00111612.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00111612.jpg,http://mediaphoto.mnhn.fr/media/1441343537297U9NNQE51wdx0zWRu
Asteraceae,Metalasia,densa,,Metalasia densa (Lam.) P.O.Karis,(Lam.) P.O.Karis,,,Karis,"
Metalasia densa (Lam.) P.O.Karis",,P00054755,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00054755,http://imager.mnhn.fr/imager3/w400/media/1441342285569ofvIsbyYRgKHcIqn,,"Boivin, L.H.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,Simon's Bay,,,,586,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00054755.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00054755.jpg,http://mediaphoto.mnhn.fr/media/1441342285569ofvIsbyYRgKHcIqn
Euphorbiaceae,Suregada,adenophora,,Suregada adenophora Baill.,Baill.,,,,,isotype,P00127046,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00127046,http://imager.mnhn.fr/imager3/w400/media/1442479143054N3uh8g8whXZg3imS,,"McPherson, G.|Dumetz, N.|Rabevohitra, R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Fort Dauphin (Tôlanaro) region:Toliara, On QIT concession, Mandena site site",-24.95,47,1989-10-17,14144,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00127046.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00127046.jpg,http://mediaphoto.mnhn.fr/media/1442479143054N3uh8g8whXZg3imS
Pteridophyta,Crepidomanes,minutum,,Crepidomanes minutum (Blume) K.Iwats.,(Blume) K.Iwats.,,,Rakotondrainibe,"
Trichomanes mannii Hook. | Trichomanes bonapartei C.Chr.",,P00085267,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00085267,http://imager.mnhn.fr/imager3/w400/media/1441295589172gioS69PQ9tC5qdDh,,"Rakotondrainibe, F.",PreservedSpecimen,MNHN,P,Madagascar,mg,antsiranana,andapa,RNI 12 du Marojejy,,-14.44667,49.735,1996-11-16,3698,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00085267.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00085267.jpg,http://mediaphoto.mnhn.fr/media/1441295589172gioS69PQ9tC5qdDh
Orchidaceae,Cymbidiella,falcigera,,Cymbidiella falcigera (Rchb.f.) Garay,(Rchb.f.) Garay,,,Bosser,"
Cymbidiella falcigera (Rchb.f.) Garay",,P00098051,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00098051,http://imager.mnhn.fr/imager3/w400/media/1441306240465lumJockFlaS8PXHb,,"Humbert, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Nord-Est: vallée de la Lokoho: mont Beondroka au Nord de Maroambihy,,,,23588,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00098051.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00098051.jpg,http://mediaphoto.mnhn.fr/media/1441306240465lumJockFlaS8PXHb
Apocynaceae,Catharanthus,scitulus,,Catharanthus scitulus (Pichon) Pichon,(Pichon) Pichon,,,van Bergen,"
Catharanthus scitulus (Pichon) Pichon",,P00112879,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00112879,http://imager.mnhn.fr/imager3/w400/media/1441370230931zzP4sHlMkNQC4niE,,"Keraudren, M.",PreservedSpecimen,MNHN,P,Madagascar,mg,Toliara,,Vohitany,Sud-Est de Betioky près du village d'Evoatana [Vohitany],-24.14167,44.76667,1962-2,1435,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00112879.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00112879.jpg,http://mediaphoto.mnhn.fr/media/1441370230931zzP4sHlMkNQC4niE
Solanaceae,Lycianthes,biflora,,Lycianthes biflora (Lour.) Bitter,(Lour.) Bitter,,,Dy Phon,"
Lycianthes biflora (Lour.) Bitter",,P00057882,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00057882,http://imager.mnhn.fr/imager3/w400/media/1441364036520wuLlNBwvRqLL0MbW,,"Poilane, E.",PreservedSpecimen,MNHN,P,Indochine,vn,,,,"Tonkin, province de Laokhay, col des Nuages, 25-30 km E Phong Thô",,,1937-12-1,26670,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00057882.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00057882.jpg,http://mediaphoto.mnhn.fr/media/1441364036520wuLlNBwvRqLL0MbW
Euphorbiaceae,Euphorbia,zakamenae,,Euphorbia zakamenae Leandri,Leandri,,,Haevermans,"
Euphorbia zakamenae Leandri",,P00078127,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00078127,http://imager.mnhn.fr/imager3/w400/media/1442479759401TfHTULJCwmvO6EQT,,"Humbert, H.|Cours, G.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Massif de l'Andrangovalo au Sud-Est du lac Alaotra (réserve Naturelle n°3 dite de Zakamena, bassin de l'Onibe)",-17.66667,48.81667,1937-10,17635,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00078127.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00078127.jpg,http://mediaphoto.mnhn.fr/media/1442479759401TfHTULJCwmvO6EQT
Asteraceae,Cenia,turbinata,,Cenia turbinata Pers.,Pers.,,,,"
Cotula turbinata L.",,P00111303,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00111303,http://imager.mnhn.fr/imager3/w400/media/1441350134169Qf3x7pVklJLbssfQ,,"Schlechter, F.R.R.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,In arenosis humidis prope Wynberg,,,1892-4-29,693,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00111303.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00111303.jpg,http://mediaphoto.mnhn.fr/media/1441350134169Qf3x7pVklJLbssfQ
Cyperaceae,Rhynchospora,faberi,,Rhynchospora faberi C.B.Clarke,C.B.Clarke,,,,"
Rhynchospora faberi C.B.Clarke",,P00076663,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00076663,http://imager.mnhn.fr/imager3/w400/media/1441314107322ejIZdd54k0eG0UaN,,"Faurie, U.J.",PreservedSpecimen,MNHN,P,Japon,jp,,,,plaine de Sapporo,,,1888-8-30,3038,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00076663.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00076663.jpg,http://mediaphoto.mnhn.fr/media/1441314107322ejIZdd54k0eG0UaN
Asteraceae,Genre,indet.,,Genre indet.,,,,,"
Genre indet.",,P016560,http://coldb.mnhn.fr/catalognumber/mnhn/p/p016560,http://imager.mnhn.fr/imager3/w400/media/1441344927020DXJrlYQk28eUS6gB,,"Tisserant, C.",PreservedSpecimen,MNHN,P,Centrafrique,cf,,,,Boukoko,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P016560.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P016560.jpg,http://mediaphoto.mnhn.fr/media/1441344927020DXJrlYQk28eUS6gB
Asteraceae,Chrysocoma,coma-aurea,,Chrysocoma coma-aurea L.,L.,,,,"
Chrysocoma coma-aurea L.",,P031911,http://coldb.mnhn.fr/catalognumber/mnhn/p/p031911,http://imager.mnhn.fr/imager3/w400/media/1441340892023CRMj8Rf2weBWeVE8,,"Hanekom, W.J.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,"Theerivier, Citrusdal. Wupperthal",,,1973-9-19,2172,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P031911.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P031911.jpg,http://mediaphoto.mnhn.fr/media/1441340892023CRMj8Rf2weBWeVE8
Poaceae,Hyparrhenia,bagirmica,,Hyparrhenia bagirmica (Stapf) Stapf,(Stapf) Stapf,,,Baldini,"
Cymbopogon bagirmicus Stapf",,P00109258,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00109258,http://imager.mnhn.fr/imager3/w400/media/1442371280284mxR3ITUCvzXX5ERa,,"Chevalier, A.J.B.",PreservedSpecimen,MNHN,P,Tchad,td,,,,"Plantes de l'Oubangui et du Chari: Baguirmi et Région du Lac Fittri Moïto, Baro Aouni",12.79171,17.59186,1903-9,9795,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00109258.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00109258.jpg,http://mediaphoto.mnhn.fr/media/1442371280284mxR3ITUCvzXX5ERa
Phyllanthaceae,Phyllanthus,mangenotii,,Phyllanthus mangenotii M.Schmid,M.Schmid,,,Schmid,,isotype,P00066236,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00066236,http://imager.mnhn.fr/imager3/w400/media/1442826907617I9s4PmT2I55T0Ksl,,"MacKee, H.S.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Monéo,,,1976-9-9,31899,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00066236.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00066236.jpg,http://mediaphoto.mnhn.fr/media/1442826907617I9s4PmT2I55T0Ksl
Fabaceae,Dalbergia,hildebrandtii,,Dalbergia hildebrandtii Vatke,Vatke,,,Bosser & Rabevohitra,"
Dalbergia hildebrandtii Vatke",,P00060606,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00060606,http://imager.mnhn.fr/imager3/w400/media/1441333922033C5814dKRZ9OEf30C,,"Service Forestier Madagascar|Capuron, R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Ouest (Nord) : Près d'Ankingameloka (baie d'Ambararata, Diégo-Suarez)",-13.83333,48.26667,1966-4-23,24658 SF,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00060606.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00060606.jpg,http://mediaphoto.mnhn.fr/media/1441333922033C5814dKRZ9OEf30C
Asteraceae,Synedrella,nodiflora,,Synedrella nodiflora (L.) Gaertn.,(L.) Gaertn.,,,Hoff,"
Synedrella nodiflora (L.) Gaertn.",,P00123155,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123155,http://imager.mnhn.fr/imager3/w400/media/1441339807410iqDu0Ag21u2vHJer,,"Hoff, M.",PreservedSpecimen,MNHN,P,Wallis et Futuna,wf,,,,Mata-Utu : Wallis,,,1981-11-28,3731,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00123155.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00123155.jpg,http://mediaphoto.mnhn.fr/media/1441339807410iqDu0Ag21u2vHJer
Fabaceae,Chadsia,coluteifolia,,Chadsia coluteifolia Baill.,Baill.,,,Du Puy & Labat,"
Chadsia coluteifolia Baill.",,P0013286,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0013286,http://imager.mnhn.fr/imager3/w400/media/1441335120318Vccp1xsRlenEWEQF,,"Humbert, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Environs de Diégo-Suarez: Montagne des Français,-12.36667,49.35,1924-12,3951,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0013286.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0013286.jpg,http://mediaphoto.mnhn.fr/media/1441335120318Vccp1xsRlenEWEQF
Fabaceae,Dalbergia,bracteolata,,Dalbergia bracteolata Baker,Baker,,,Peltier,"
Dalbergia bracteolata Baker",,P027787,http://coldb.mnhn.fr/catalognumber/mnhn/p/p027787,http://imager.mnhn.fr/imager3/w400/media/1441335270259ov9VJ74Rdtp7Z0Ne,,Réserves Naturelles Madagascar|Sajy,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"R.N. 4, Canton Marovato, District Ambanja",-13.98333,48.86667,1953-4-6,5210 rn,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P027787.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P027787.jpg,http://mediaphoto.mnhn.fr/media/1441335270259ov9VJ74Rdtp7Z0Ne
Orchidaceae,Jumellea,arachnantha,,Jumellea arachnantha Schltr.,Schltr.,,,Perrier de la Bâthie,"
Aeranthes arachnanthus Rchb.f.",,P00090528,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00090528,http://imager.mnhn.fr/imager3/w400/media/1442488816147HGeJRLV4JhIkNDK2,"n° 1-193 devenus 1001-1193, n° suivants s.l. 1194-1453, millier parfois manquant (423/1423)","Humblot, L.",PreservedSpecimen,MNHN,P,Comores,km,,,,Forêt de Combani ,,,1884-12-9,1423,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00090528.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00090528.jpg,http://mediaphoto.mnhn.fr/media/1442488816147HGeJRLV4JhIkNDK2
Phellinaceae,Phelline,comosa,,Phelline comosa Labill.,Labill.,,,Barriera,"
Phelline comosa Labill. var. comosa",,P00070374,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00070374,http://imager.mnhn.fr/imager3/w400/media/1520955661337bDCUkTtcbM2Cxim2,,"Bamps, P.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Forêt de l'Aoupinié.,-21.16667,165.26667,1977-12-7,5928,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00070374.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00070374.jpg,http://mediaphoto.mnhn.fr/media/1520955661337bDCUkTtcbM2Cxim2
Fabaceae,Eriosema,psoraleoides,,Eriosema psoraleoides (Lam.) G.Don,(Lam.) G.Don,,,Du Puy & Labat,"
Eriosema psoraleoides (Lam.) G.Don",,P0008649,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0008649,http://imager.mnhn.fr/imager3/w400/media/1441333901300ru7HTcvNth3gJMlW,,"Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Bord de l'Ikopa à  Ambo...,-17.55,46.86667,,19,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0008649.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0008649.jpg,http://mediaphoto.mnhn.fr/media/1441333901300ru7HTcvNth3gJMlW
Poaceae,Agrostis,stolonifera,stolonifera,Agrostis stolonifera L. var. stolonifera,L.,varietas,,Jovet,"
Agrostis stolonifera L.",,P00056294,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00056294,http://imager.mnhn.fr/imager3/w400/media/1441452347792s0k2dAbXlv9DxMWK,,"Jovet, P.",PreservedSpecimen,MNHN,P,France,fr,91 Essonne,Palaiseau,,"Athis-Mons. 18, r. Caron - jardin Paul Jovet - angle sentier de la bonde de l'étang et sentier transversal",,,1960-7-17,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00056294.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00056294.jpg,http://mediaphoto.mnhn.fr/media/1441452347792s0k2dAbXlv9DxMWK
Orchidaceae,Neobathiea,perrieri,,Neobathiea perrieri (Schltr.) Schltr.,(Schltr.) Schltr.,,,Labat,"
Neobathiea perrieri (Schltr.) Schltr.",,P026853,http://coldb.mnhn.fr/catalognumber/mnhn/p/p026853,http://imager.mnhn.fr/imager3/w400/media/1441306245410TYw35Y1refC89zuC,,"Klackenberg, J.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"11 km E Antsalova, near the edge of the Tsingy of Bemaraha",-18.68333,44.73333,1993-3-12,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P026853.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P026853.jpg,http://mediaphoto.mnhn.fr/media/1441306245410TYw35Y1refC89zuC
Asteraceae,Ethulia,conyzoides,,Ethulia conyzoides L.f.,L.f.,,,,"
Ethulia conyzoides L.f.",,P017414,http://coldb.mnhn.fr/catalognumber/mnhn/p/p017414,http://imager.mnhn.fr/imager3/w400/media/1441344873724flb0yotwIo3HsH3C,,"Corbisier-Baland, A.",PreservedSpecimen,MNHN,P,Congo belge,cd,,,,Jardin botanique d'Eala,,,1919-7-31,115,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P017414.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P017414.jpg,http://mediaphoto.mnhn.fr/media/1441344873724flb0yotwIo3HsH3C
Solanaceae,Solanum,virginianum,,Solanum virginianum L.,L.,,,Anmin,"
Solanum virginianum L.",,P00055669,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00055669,http://imager.mnhn.fr/imager3/w400/media/1441371104127cLlzOekxkJ3fpWxt,,"Contest-Lacour, E.",PreservedSpecimen,MNHN,P,Inde,in,,,,Pondichéry,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00055669.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00055669.jpg,http://mediaphoto.mnhn.fr/media/1441371104127cLlzOekxkJ3fpWxt
Fabaceae,Dalbergia,monticola,,Dalbergia monticola Bosser & R.Rabev.,Bosser & R.Rabev.,,,Bosser & Rabevohitra,"
Dalbergia monticola Bosser & R.Rabev.",,P00049329,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00049329,http://imager.mnhn.fr/imager3/w400/media/1441334213281aVZ3wuATfpR7Jw9e,,"Baron, R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,,,,,3706,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00049329.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00049329.jpg,http://mediaphoto.mnhn.fr/media/1441334213281aVZ3wuATfpR7Jw9e
Asteraceae,Guizotia,villosa,,Guizotia villosa Sch.Bip.,Sch.Bip.,,,,"
Guizotia villosa Sch.Bip.",,P00073730,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00073730,http://imager.mnhn.fr/imager3/w400/media/1441342909088SiynbHtl0ntVc6af,,"Schimper, W.",PreservedSpecimen,MNHN,P,Ethiopie,et,,,,Debra Eski,,,1850-10-19,79,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00073730.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00073730.jpg,http://mediaphoto.mnhn.fr/media/1441342909088SiynbHtl0ntVc6af
Cyperaceae,Fimbristylis,monospicula,,Fimbristylis monospicula Govind.,Govind.,,,,"
Fimbristylis monospicula Govind.",,P00051009,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00051009,http://imager.mnhn.fr/imager3/w400/media/1441314108239dupMEdTlQNOzO8Tg,,Nijalisyappa,PreservedSpecimen,MNHN,P,Inde,in,,,,Bangalore,,,1974-10-6,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00051009.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00051009.jpg,http://mediaphoto.mnhn.fr/media/1441314108239dupMEdTlQNOzO8Tg
Pteridophyta,Selaginella,subcaulescens,,Selaginella subcaulescens Baker,Baker,,,,"
Selaginella sintenisii Hieron.",,P00044882,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00044882,http://imager.mnhn.fr/imager3/w400/media/1442562607069r0cVoqOB1WiuvGtp,,"Wright, C.",PreservedSpecimen,MNHN,P,Cuba,cu,,,,"Prope villam Monte Verde dictam, Cuba orientali",,,1859-1/1859-7,940,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00044882.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00044882.jpg,http://mediaphoto.mnhn.fr/media/1442562607069r0cVoqOB1WiuvGtp
Ranunculaceae,Clematis,fasciculiflora,,Clematis fasciculiflora Franch.,Franch.,,,,"
Clematis fasciculiflora Franch.",,P00125773,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00125773,http://imager.mnhn.fr/imager3/w400/media/1441325642184fIljnGUaDpcnAMUO,reçu le 13/06/1914,"Esquirol, J.",PreservedSpecimen,MNHN,P,Chine,cn,,,,Kouy-Tchéou : Kan-pey,,,1912-3-25,2528,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00125773.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00125773.jpg,http://mediaphoto.mnhn.fr/media/1441325642184fIljnGUaDpcnAMUO
